County Name,FRED ID
"Tuscarawas County, OH",29488
"Union County, OH",29489
"Van Wert County, OH",29490
"Vinton County, OH",29491
"Warren County, OH",29492
"Washington County, OH",29493
"Wayne County, OH",29494
"Williams County, OH",29495
"Wood County, OH",29496
"Wyandot County, OH",29497
"Adair County, OK",29499
"Alfalfa County, OK",29500
"Atoka County, OK",29501
"Beaver County, OK",29502
"Beckham County, OK",29503
"Blaine County, OK",29504
"Bryan County, OK",29505
"Caddo County, OK",29506
"Canadian County, OK",29507
"Carter County, OK",29508
"Cherokee County, OK",29509
"Choctaw County, OK",29510
"Cimarron County, OK",29511
"Cleveland County, OK",29512
"Coal County, OK",29513
"Comanche County, OK",29514
"Cotton County, OK",29515
"Craig County, OK",29516
"Creek County, OK",29517
"Custer County, OK",29518
"Delaware County, OK",29519
"Dewey County, OK",29520
"Ellis County, OK",29521
"Garfield County, OK",29522
"Garvin County, OK",29523
"Grady County, OK",29524
"Grant County, OK",29525
"Greer County, OK",29526
"Harmon County, OK",29527
"Harper County, OK",29528
"Haskell County, OK",29529
"Hughes County, OK",29530
"Jackson County, OK",29531
"Jefferson County, OK",29532
"Johnston County, OK",29533
"Kay County, OK",29534
"Kingfisher County, OK",29535
"Kiowa County, OK",29536
"Latimer County, OK",29537
"Le Flore County, OK",29538
"Lincoln County, OK",29539
"Logan County, OK",29540
"Love County, OK",29541
"Major County, OK",29542
"Marshall County, OK",29543
"Mayes County, OK",29544
"McClain County, OK",29545
"McCurtain County, OK",29546
"McIntosh County, OK",29547
"Murray County, OK",29548
"Muskogee County, OK",29549
"Noble County, OK",29550
"Nowata County, OK",29551
"Okfuskee County, OK",29552
"Oklahoma County, OK",29553
"Okmulgee County, OK",29554
"Osage County, OK",29555
"Ottawa County, OK",29556
"Pawnee County, OK",29557
"Payne County, OK",29558
"Pittsburg County, OK",29559
"Pontotoc County, OK",29560
"Pottawatomie County, OK",29561
"Pushmataha County, OK",29562
"Roger Mills County, OK",29563
"Rogers County, OK",29564
"Seminole County, OK",29565
"Sequoyah County, OK",29566
"Stephens County, OK",29567
"Texas County, OK",29568
"Tillman County, OK",29569
"Tulsa County, OK",29570
"Wagoner County, OK",29571
"Washington County, OK",29572
"Washita County, OK",29573
"Woods County, OK",29574
"Woodward County, OK",29575
"Baker County, OR",29577
"Benton County, OR",29578
"Clackamas County, OR",29579
"Clatsop County, OR",29580
"Columbia County, OR",29581
"Coos County, OR",29582
"Crook County, OR",29583
"Curry County, OR",29584
"Deschutes County, OR",29585
"Douglas County, OR",29586
"Gilliam County, OR",29587
"Grant County, OR",29588
"Harney County, OR",29589
"Hood River County, OR",29590
"Jackson County, OR",29591
"Jefferson County, OR",29592
"Josephine County, OR",29593
"Klamath County, OR",29594
"Lake County, OR",29595
"Lane County, OR",29596
"Lincoln County, OR",29597
"Linn County, OR",29598
"Malheur County, OR",29599
"Marion County, OR",29600
"Morrow County, OR",29601
"Multnomah County, OR",29602
"Polk County, OR",29603
"Sherman County, OR",29604
"Tillamook County, OR",29605
"Umatilla County, OR",29606
"Union County, OR",29607
"Wallowa County, OR",29608
"Wasco County, OR",29609
"Washington County, OR",29610
"Wheeler County, OR",29611
"Yamhill County, OR",29612
"Adams County, PA",29614
"Allegheny County, PA",29615
"Armstrong County, PA",29616
"Beaver County, PA",29617
"Bedford County, PA",29618
"Berks County, PA",29619
"Blair County, PA",29620
"Bradford County, PA",29621
"Bucks County, PA",29622
"Butler County, PA",29623
"Cambria County, PA",29624
"Cameron County, PA",29625
"Carbon County, PA",29626
"Centre County, PA",29627
"Chester County, PA",29628
"Clarion County, PA",29629
"Clearfield County, PA",29630
"Clinton County, PA",29631
"Columbia County, PA",29632
"Crawford County, PA",29633
"Cumberland County, PA",29634
"Dauphin County, PA",29635
"Delaware County, PA",29636
"Elk County, PA",29637
"Erie County, PA",29638
"Fayette County, PA",29639
"Forest County, PA",29640
"Franklin County, PA",29641
"Fulton County, PA",29642
"Greene County, PA",29643
"Huntingdon County, PA",29644
"Indiana County, PA",29645
"Jefferson County, PA",29646
"Juniata County, PA",29647
"Lackawanna County, PA",29648
"Lancaster County, PA",29649
"Lawrence County, PA",29650
"Lebanon County, PA",29651
"Lehigh County, PA",29652
"Luzerne County, PA",29653
"Lycoming County, PA",29654
"McKean County, PA",29655
"Mercer County, PA",29656
"Mifflin County, PA",29657
"Monroe County, PA",29658
"Montgomery County, PA",29659
"Montour County, PA",29660
"Northampton County, PA",29661
"Northumberland County, PA",29662
"Perry County, PA",29663
"Philadelphia County/city, PA",29664
"Pike County, PA",29665
"Potter County, PA",29666
"Schuylkill County, PA",29667
"Snyder County, PA",29668
"Somerset County, PA",29669
"Sullivan County, PA",29670
"Susquehanna County, PA",29671
"Tioga County, PA",29672
"Union County, PA",29673
"Venango County, PA",29674
"Warren County, PA",29675
"Washington County, PA",29676
"Wayne County, PA",29677
"Westmoreland County, PA",29678
"Wyoming County, PA",29679
"York County, PA",29680
"Bristol County, RI",29683
"Kent County, RI",29684
"Newport County, RI",29685
"Providence County, RI",29686
"Washington County, RI",29687
"Abbeville County, SC",29689
"Aiken County, SC",29690
"Allendale County, SC",29691
"Anderson County, SC",29692
"Bamberg County, SC",29693
"Barnwell County, SC",29694
"Beaufort County, SC",29695
"Berkeley County, SC",29696
"Calhoun County, SC",29697
"Charleston County, SC",29698
"Cherokee County, SC",29699
"Chester County, SC",29700
"Chesterfield County, SC",29701
"Clarendon County, SC",29702
"Colleton County, SC",29703
"Darlington County, SC",29704
"Dillon County, SC",29705
"Dorchester County, SC",29706
"Edgefield County, SC",29707
"Fairfield County, SC",29708
"Florence County, SC",29709
"Georgetown County, SC",29710
"Greenville County, SC",29711
"Greenwood County, SC",29712
"Hampton County, SC",29713
"Horry County, SC",29714
"Jasper County, SC",29715
"Kershaw County, SC",29716
"Lancaster County, SC",29717
"Laurens County, SC",29718
"Lee County, SC",29719
"Lexington County, SC",29720
"Marion County, SC",29721
"Marlboro County, SC",29722
"McCormick County, SC",29723
"Newberry County, SC",29724
"Oconee County, SC",29725
"Orangeburg County, SC",29726
"Pickens County, SC",29727
"Richland County, SC",29728
"Saluda County, SC",29729
"Spartanburg County, SC",29730
"Sumter County, SC",29731
"Union County, SC",29732
"Williamsburg County, SC",29733
"York County, SC",29734
"Aurora County, SD",29736
"Beadle County, SD",29737
"Bennett County, SD",29738
"Bon Homme County, SD",29739
"Brookings County, SD",29740
"Brown County, SD",29741
"Brule County, SD",29742
"Buffalo County, SD",29743
"Butte County, SD",29744
"Campbell County, SD",29745
"Charles Mix County, SD",29746
"Clark County, SD",29747
"Clay County, SD",29748
"Codington County, SD",29749
"Corson County, SD",29750
"Custer County, SD",29751
"Davison County, SD",29752
"Day County, SD",29753
"Deuel County, SD",29754
"Dewey County, SD",29755
"Douglas County, SD",29756
"Edmunds County, SD",29757
"Fall River County, SD",29758
"Faulk County, SD",29759
"Grant County, SD",29760
"Gregory County, SD",29761
"Haakon County, SD",29762
"Hamlin County, SD",29763
"Hand County, SD",29764
"Hanson County, SD",29765
"Harding County, SD",29766
"Hughes County, SD",29767
"Hutchinson County, SD",29768
"Hyde County, SD",29769
"Jackson County, SD",29770
"Jerauld County, SD",29771
"Jones County, SD",29772
"Kingsbury County, SD",29773
"Lake County, SD",29774
"Lawrence County, SD",29775
"Lincoln County, SD",29776
"Lyman County, SD",29777
"Marshall County, SD",29778
"McCook County, SD",29779
"McPherson County, SD",29780
"Meade County, SD",29781
"Mellette County, SD",29782
"Miner County, SD",29783
"Minnehaha County, SD",29784
"Moody County, SD",29785
"Oglala Lakota County, SD",33805
"Pennington County, SD",29786
"Perkins County, SD",29787
"Potter County, SD",29788
"Roberts County, SD",29789
"Sanborn County, SD",29790
"Shannon County, SD",29791
"Spink County, SD",29792
"Stanley County, SD",29793
"Sully County, SD",29794
"Todd County, SD",29795
"Tripp County, SD",29796
"Turner County, SD",29797
"Union County, SD",29798
"Walworth County, SD",29799
"Yankton County, SD",29800
"Ziebach County, SD",29801
"Anderson County, TN",29803
"Bedford County, TN",29804
"Benton County, TN",204
"Bledsoe County, TN",29806
"Blount County, TN",29807
"Bradley County, TN",29808
"Campbell County, TN",29809
"Cannon County, TN",29810
"Carroll County, TN",205
"Carter County, TN",29812
"Cheatham County, TN",29813
"Chester County, TN",206
"Claiborne County, TN",29815
"Clay County, TN",29816
"Cocke County, TN",29817
"Coffee County, TN",29818
"Crockett County, TN",207
"Cumberland County, TN",29820
"Davidson County, TN",29821
"Decatur County, TN",208
"De Kalb County, TN",29823
"Dickson County, TN",29824
"Dyer County, TN",209
"Fayette County, TN",210
"Fentress County, TN",29827
"Franklin County, TN",29828
"Gibson County, TN",211
"Giles County, TN",29830
"Grainger County, TN",29831
"Greene County, TN",29832
"Grundy County, TN",29833
"Hamblen County, TN",29834
"Hamilton County, TN",29835
"Hancock County, TN",29836
"Hardeman County, TN",213
"Hardin County, TN",212
"Hawkins County, TN",29839
"Haywood County, TN",214
"Henderson County, TN",215
"Henry County, TN",216
"Hickman County, TN",29843
"Houston County, TN",29844
"Humphreys County, TN",29845
"Jackson County, TN",29846
"Jefferson County, TN",29847
"Johnson County, TN",29848
"Knox County, TN",29849
"Lake County, TN",217
"Lauderdale County, TN",218
"Lawrence County, TN",29852
"Lewis County, TN",29853
"Lincoln County, TN",29854
"Loudon County, TN",29855
"Macon County, TN",29856
"Madison County, TN",219
"Marion County, TN",29858
"Marshall County, TN",29859
"Maury County, TN",29860
"McMinn County, TN",29861
"McNairy County, TN",220
"Meigs County, TN",29863
"Monroe County, TN",29864
"Montgomery County, TN",29865
"Moore County, TN",29866
"Morgan County, TN",29867
"Obion County, TN",221
"Overton County, TN",29869
"Perry County, TN",29870
"Pickett County, TN",29871
"Polk County, TN",29872
"Putnam County, TN",29873
"Rhea County, TN",29874
"Roane County, TN",29875
"Robertson County, TN",29876
"Rutherford County, TN",29877
"Scott County, TN",29878
"Sequatchie County, TN",29879
"Sevier County, TN",29880
"Shelby County, TN",222
"Smith County, TN",29882
"Stewart County, TN",29883
"Sullivan County, TN",29884
"Sumner County, TN",29885
"Tipton County, TN",223
"Trousdale County, TN",29887
"Unicoi County, TN",29888
"Union County, TN",29889
"Van Buren County, TN",29890
"Warren County, TN",29891
"Washington County, TN",29892
"Wayne County, TN",29893
"Weakley County, TN",224
"White County, TN",29895
"Williamson County, TN",29896
"Wilson County, TN",29897
"Anderson County, TX",29899
"Andrews County, TX",29900
"Angelina County, TX",29901
"Aransas County, TX",29902
"Archer County, TX",29903
"Armstrong County, TX",29904
"Atascosa County, TX",29905
"Austin County, TX",29906
"Bailey County, TX",29907
"Bandera County, TX",29908
"Bastrop County, TX",29909
"Baylor County, TX",29910
"Bee County, TX",29911
"Bell County, TX",29912
"Bexar County, TX",29913
"Blanco County, TX",29914
"Borden County, TX",29915
"Bosque County, TX",29916
"Bowie County, TX",29917
"Brazoria County, TX",29918
"Brazos County, TX",29919
"Brewster County, TX",29920
"Briscoe County, TX",29921
"Brooks County, TX",29922
"Brown County, TX",29923
"Burleson County, TX",29924
"Burnet County, TX",29925
"Caldwell County, TX",29926
"Calhoun County, TX",29927
"Callahan County, TX",29928
"Cameron County, TX",29929
"Camp County, TX",29930
"Carson County, TX",29931
"Cass County, TX",29932
"Castro County, TX",29933
"Chambers County, TX",29934
"Cherokee County, TX",29935
"Childress County, TX",29936
"Clay County, TX",29937
"Cochran County, TX",29938
"Coke County, TX",29939
"Coleman County, TX",29940
"Collin County, TX",29941
"Collingsworth County, TX",29942
"Colorado County, TX",29943
"Comal County, TX",29944
"Comanche County, TX",29945
"Concho County, TX",29946
"Cooke County, TX",29947
"Coryell County, TX",29948
"Cottle County, TX",29949
"Crane County, TX",29950
"Crockett County, TX",29951
"Crosby County, TX",29952
"Culberson County, TX",29953
"Dallam County, TX",29954
"Dallas County, TX",29955
"Dawson County, TX",29956
"Deaf Smith County, TX",29957
"Delta County, TX",29958
"Denton County, TX",29959
"De Witt County, TX",29960
"Dickens County, TX",29961
"Dimmit County, TX",29962
"Donley County, TX",29963
"Duval County, TX",29964
"Eastland County, TX",29965
"Ector County, TX",29966
"Edwards County, TX",29967
"Ellis County, TX",29968
"El Paso County, TX",29969
"Erath County, TX",29970
"Falls County, TX",29971
"Fannin County, TX",29972
"Fayette County, TX",29973
"Fisher County, TX",29974
"Floyd County, TX",29975
"Foard County, TX",29976
"Fort Bend County, TX",29977
"Franklin County, TX",29978
"Freestone County, TX",29979
"Frio County, TX",29980
"Gaines County, TX",29981
"Galveston County, TX",29982
"Garza County, TX",29983
"Gillespie County, TX",29984
"Glasscock County, TX",29985
"Goliad County, TX",29986
"Gonzales County, TX",29987
"Gray County, TX",29988
"Grayson County, TX",29989
"Gregg County, TX",29990
"Grimes County, TX",29991
"Guadalupe County, TX",29992
"Hale County, TX",29993
"Hall County, TX",29994
"Hamilton County, TX",29995
"Hansford County, TX",29996
"Hardeman County, TX",29997
"Hardin County, TX",29998
"Harris County, TX",29999
"Harrison County, TX",30000
"Hartley County, TX",30001
"Haskell County, TX",30002
"Hays County, TX",30003
"Hemphill County, TX",30004
"Henderson County, TX",30005
"Hidalgo County, TX",30006
"Hill County, TX",30007
"Hockley County, TX",30008
"Hood County, TX",30009
"Hopkins County, TX",30010
"Houston County, TX",30011
"Howard County, TX",30012
"Hudspeth County, TX",30013
"Hunt County, TX",30014
"Hutchinson County, TX",30015
"Irion County, TX",30016
"Jack County, TX",30017
"Jackson County, TX",30018
"Jasper County, TX",30019
"Jeff Davis County, TX",30020
"Jefferson County, TX",30021
"Jim Hogg County, TX",30022
"Jim Wells County, TX",30023
"Johnson County, TX",30024
"Jones County, TX",30025
"Karnes County, TX",30026
"Kaufman County, TX",30027
"Kendall County, TX",30028
"Kenedy County, TX",30029
"Kent County, TX",30030
"Kerr County, TX",30031
"Kimble County, TX",30032
"King County, TX",30033
"Kinney County, TX",30034
"Kleberg County, TX",30035
"Knox County, TX",30036
"Lamar County, TX",30037
"Lamb County, TX",30038
"Lampasas County, TX",30039
"La Salle County, TX",30040
"Lavaca County, TX",30041
"Lee County, TX",30042
"Leon County, TX",30043
"Liberty County, TX",30044
"Limestone County, TX",30045
"Lipscomb County, TX",30046
"Live Oak County, TX",30047
"Llano County, TX",30048
"Loving County, TX",30049
"Lubbock County, TX",30050
"Lynn County, TX",30051
"Madison County, TX",30052
"Marion County, TX",30053
"Martin County, TX",30054
"Mason County, TX",30055
"Matagorda County, TX",30056
"Maverick County, TX",30057
"McCulloch County, TX",30058
"McLennan County, TX",30059
"McMullen County, TX",30060
"Medina County, TX",30061
"Menard County, TX",30062
"Midland County, TX",30063
"Milam County, TX",30064
"Mills County, TX",30065
"Mitchell County, TX",30066
"Montague County, TX",30067
"Montgomery County, TX",30068
"Moore County, TX",30069
"Morris County, TX",30070
"Motley County, TX",30071
"Nacogdoches County, TX",30072
"Navarro County, TX",30073
"Newton County, TX",30074
"Nolan County, TX",30075
"Nueces County, TX",30076
"Ochiltree County, TX",30077
"Oldham County, TX",30078
"Orange County, TX",30079
"Palo Pinto County, TX",30080
"Panola County, TX",30081
"Parker County, TX",30082
"Parmer County, TX",30083
"Pecos County, TX",30084
"Polk County, TX",30085
"Potter County, TX",30086
"Presidio County, TX",30087
"Rains County, TX",30088
"Randall County, TX",30089
"Reagan County, TX",30090
"Real County, TX",30091
"Red River County, TX",30092
"Reeves County, TX",30093
"Refugio County, TX",30094
"Roberts County, TX",30095
"Robertson County, TX",30096
"Rockwall County, TX",30097
"Runnels County, TX",30098
"Rusk County, TX",30099
"Sabine County, TX",30100
"San Augustine County, TX",30101
"San Jacinto County, TX",30102
"San Patricio County, TX",30103
"San Saba County, TX",30104
"Schleicher County, TX",30105
"Scurry County, TX",30106
"Shackelford County, TX",30107
"Shelby County, TX",30108
"Sherman County, TX",30109
"Smith County, TX",30110
"Somervell County, TX",30111
"Starr County, TX",30112
"Stephens County, TX",30113
"Sterling County, TX",30114
"Stonewall County, TX",30115
"Sutton County, TX",30116
"Swisher County, TX",30117
"Tarrant County, TX",30118
"Taylor County, TX",30119
"Terrell County, TX",30120
"Terry County, TX",30121
"Throckmorton County, TX",30122
"Titus County, TX",30123
"Tom Green County, TX",30124
"Travis County, TX",30125
"Trinity County, TX",30126
"Tyler County, TX",30127
"Upshur County, TX",30128
"Upton County, TX",30129
"Uvalde County, TX",30130
"Val Verde County, TX",30131
"Van Zandt County, TX",30132
"Victoria County, TX",30133
"Walker County, TX",30134
"Waller County, TX",30135
"Ward County, TX",30136
"Washington County, TX",30137
"Webb County, TX",30138
"Wharton County, TX",30139
"Wheeler County, TX",30140
"Wichita County, TX",30141
"Wilbarger County, TX",30142
"Willacy County, TX",30143
"Williamson County, TX",30144
"Wilson County, TX",30145
"Winkler County, TX",30146
"Wise County, TX",30147
"Wood County, TX",30148
"Yoakum County, TX",30149
"Young County, TX",30150
"Zapata County, TX",30151
"Zavala County, TX",30152
"Beaver County, UT",30155
"Box Elder County, UT",30156
"Cache County, UT",30157
"Carbon County, UT",30158
"Daggett County, UT",30159
"Davis County, UT",30160
"Duchesne County, UT",30161
"Emery County, UT",30162
"Garfield County, UT",30163
"Grand County, UT",30164
"Iron County, UT",30165
"Juab County, UT",30166
"Kane County, UT",30167
"Millard County, UT",30168
"Morgan County, UT",30169
"Piute County, UT",30170
"Rich County, UT",30171
"Salt Lake County, UT",30172
"San Juan County, UT",30173
"Sanpete County, UT",30174
"Sevier County, UT",30175
"Summit County, UT",30176
"Tooele County, UT",30177
"Uintah County, UT",30178
"Utah County, UT",30179
"Wasatch County, UT",30180
"Washington County, UT",30181
"Wayne County, UT",30182
"Weber County, UT",30183
"Addison County, VT",30185
"Bennington County, VT",30186
"Caledonia County, VT",30187
"Chittenden County, VT",30188
"Essex County, VT",30189
"Franklin County, VT",30190
"Grand Isle County, VT",30191
"Lamoille County, VT",30192
"Orange County, VT",30193
"Orleans County, VT",30194
"Rutland County, VT",30195
"Washington County, VT",30196
"Windham County, VT",30197
"Windsor County, VT",30198
"Accomack County, VA",30200
"Albemarle County, VA",30201
"Alexandria City, VA",30202
"Alleghany County, VA",30203
"Amelia County, VA",30204
"Amherst County, VA",30205
"Appomattox County, VA",30206
"Arlington County, VA",30207
"Augusta County, VA",30208
"Bath County, VA",30209
"Bedford County, VA",30210
"Bedford City, VA",30211
"Bland County, VA",30212
"Botetourt County, VA",30213
"Bristol City, VA",30214
"Brunswick County, VA",30215
"Buchanan County, VA",30216
"Buckingham County, VA",30217
"Buena Vista City, VA",30218
"Campbell County, VA",30219
"Caroline County, VA",30220
"Carroll County, VA",30221
"Charles City County, VA",30222
"Charlotte County, VA",30223
"Charlottesville City, VA",30224
"Chesapeake City, VA",30225
"Chesterfield County, VA",30226
"Clarke County, VA",30227
"Clifton Forge City, VA",30228
"Colonial Heights City, VA",30229
"Covington City, VA",30230
"Craig County, VA",30231
"Culpeper County, VA",30232
"Cumberland County, VA",30233
"Danville City, VA",30234
"Dickenson County, VA",30235
"Dinwiddie County, VA",30236
"Emporia City, VA",30237
"Essex County, VA",30238
"Fairfax County, VA",30239
"Fairfax City, VA",30240
"Falls Church City, VA",30241
"Fauquier County, VA",30242
"Floyd County, VA",30243
"Fluvanna County, VA",30244
"Franklin County, VA",30245
"Franklin City, VA",30246
"Frederick County, VA",30247
"Fredericksburg City, VA",30248
"Galax City, VA",30249
"Giles County, VA",30250
"Gloucester County, VA",30251
"Goochland County, VA",30252
"Grayson County, VA",30253
"Greene County, VA",30254
"Greensville County, VA",30255
"Halifax County, VA",30256
"Hampton City, VA",30257
"Hanover County, VA",30258
"Harrisonburg City, VA",30259
"Henrico County, VA",30260
"Henry County, VA",30261
"Highland County, VA",30262
"Hopewell City, VA",30263
"Isle of Wight County, VA",30264
"James City County, VA",30265
"King and Queen County, VA",30266
"King George County, VA",30267
"King William County, VA",30268
"Lancaster County, VA",30269
"Lee County, VA",30270
"Lexington City, VA",30271
"Loudoun County, VA",30272
"Louisa County, VA",30273
"Lunenburg County, VA",30274
"Lynchburg City, VA",30275
"Madison County, VA",30276
"Manassas City, VA",30277
"Manassas Park City, VA",30278
"Martinsville City, VA",30279
"Mathews County, VA",30280
"Mecklenburg County, VA",30281
"Middlesex County, VA",30282
"Montgomery County, VA",30283
"Nelson County, VA",30284
"New Kent County, VA",30285
"Newport News City, VA",30286
"Norfolk City, VA",30287
"Northampton County, VA",30288
"Northumberland County, VA",30289
"Norton City, VA",30290
"Nottoway County, VA",30291
"Orange County, VA",30292
"Page County, VA",30293
"Patrick County, VA",30294
"Petersburg City, VA",30295
"Pittsylvania County, VA",30296
"Poquoson City, VA",30297
"Portsmouth City, VA",30298
"Powhatan County, VA",30299
"Prince Edward County, VA",30300
"Prince George County, VA",30301
"Prince William County, VA",30302
"Pulaski County, VA",30303
"Radford City, VA",30304
"Rappahannock County, VA",30305
"Richmond County, VA",30306
"Richmond City, VA",30307
"Roanoke County, VA",30308
"Roanoke City, VA",30309
"Rockbridge County, VA",30310
"Rockingham County, VA",30311
"Russell County, VA",30312
"Salem City, VA",30313
"Scott County, VA",30314
"Shenandoah County, VA",30315
"Smyth County, VA",30316
"South Boston City, VA",32143
"Southampton County, VA",30317
"Spotsylvania County, VA",30319
"Stafford County, VA",30320
"Staunton City, VA",30321
"Suffolk City, VA",30322
"Surry County, VA",30323
"Sussex County, VA",30324
"Tazewell County, VA",30325
"Virginia Beach City, VA",30326
"Warren County, VA",30327
"Washington County, VA",30328
"Waynesboro City, VA",30329
"Westmoreland County, VA",30330
"Williamsburg City, VA",30331
"Winchester City, VA",30332
"Wise County, VA",30333
"Wythe County, VA",30334
"York County, VA",30335
"Albemarle County + Charlottesville City, VA",33806
"Alleghany County + Covington City, VA",33807
"Campbell County + Lynchburg City, VA",33808
"Carroll County + Galax City, VA",33809
"Frederick County + Winchester City, VA",33810
"Greensville County + Emporia City, VA",33811
"Henry County + Martinsville City, VA",33812
"James City County + Williamsburg City, VA",33813
"Montgomery County + Radford City, VA",33814
"Pittsylvania County + Danville City, VA",33815
"Prince George County + Hopewell City, VA",33816
"Roanoke County + Salem City, VA",33817
"Rockingham County + Harrisonburg City, VA",33818
"Southampton County + Franklin City, VA",33819
"Spotsylvania County + Fredericksburg City, VA",33820
"Washington County + Bristol City, VA",33821
"Wise County + Norton City, VA",33822
"York County + Poquoson City, VA",33823
"Augusta, Staunton + Waynesboro County, VA",33923
"Dinwiddie, Colonial Heights + Petersburg County, VA",33925
"Fairfax, Fairfax City + Falls Church County, VA",33927
"Prince William, Manassas + Manassas Park County, VA",33929
"Rockbridge, Buena Vista + Lexington County, VA",33931
"Barbour County, WV",30377
"Berkeley County, WV",30378
"Boone County, WV",30379
"Braxton County, WV",30380
"Brooke County, WV",30381
"Cabell County, WV",30382
"Calhoun County, WV",30383
"Clay County, WV",30384
"Doddridge County, WV",30385
"Fayette County, WV",30386
"Gilmer County, WV",30387
"Grant County, WV",30388
"Greenbrier County, WV",30389
"Hampshire County, WV",30390
"Hancock County, WV",30391
"Hardy County, WV",30392
"Harrison County, WV",30393
"Jackson County, WV",30394
"Jefferson County, WV",30395
"Kanawha County, WV",30396
"Lewis County, WV",30397
"Lincoln County, WV",30398
"Logan County, WV",30399
"Marion County, WV",30400
"Marshall County, WV",30401
"Mason County, WV",30402
"McDowell County, WV",30403
"Mercer County, WV",30404
"Mineral County, WV",30405
"Mingo County, WV",30406
"Monongalia County, WV",30407
"Monroe County, WV",30408
"Morgan County, WV",30409
"Nicholas County, WV",30410
"Ohio County, WV",30411
"Pendleton County, WV",30412
"Pleasants County, WV",30413
"Pocahontas County, WV",30414
"Preston County, WV",30415
"Putnam County, WV",30416
"Raleigh County, WV",30417
"Randolph County, WV",30418
"Ritchie County, WV",30419
"Roane County, WV",30420
"Summers County, WV",30421
"Taylor County, WV",30422
"Tucker County, WV",30423
"Tyler County, WV",30424
"Upshur County, WV",30425
"Wayne County, WV",30426
"Webster County, WV",30427
"Wetzel County, WV",30428
"Wirt County, WV",30429
"Wood County, WV",30430
"Wyoming County, WV",30431
"Adams County, WA",30337
"Asotin County, WA",30338
"Benton County, WA",30339
"Chelan County, WA",30340
"Clallam County, WA",30341
"Clark County, WA",30342
"Columbia County, WA",30343
"Cowlitz County, WA",30344
"Douglas County, WA",30345
"Ferry County, WA",30346
"Franklin County, WA",30347
"Garfield County, WA",30348
"Grant County, WA",30349
"Grays Harbor County, WA",30350
"Island County, WA",30351
"Jefferson County, WA",30352
"King County, WA",30353
"Kitsap County, WA",30354
"Kittitas County, WA",30355
"Klickitat County, WA",30356
"Lewis County, WA",30357
"Lincoln County, WA",30358
"Mason County, WA",30359
"Okanogan County, WA",30360
"Pacific County, WA",30361
"Pend Oreille County, WA",30362
"Pierce County, WA",30363
"San Juan County, WA",30364
"Skagit County, WA",30365
"Skamania County, WA",30366
"Snohomish County, WA",30367
"Spokane County, WA",30368
"Stevens County, WA",30369
"Thurston County, WA",30370
"Wahkiakum County, WA",30371
"Walla Walla County, WA",30372
"Whatcom County, WA",30373
"Whitman County, WA",30374
"Yakima County, WA",30375
"Adams County, WI",30433
"Ashland County, WI",30434
"Barron County, WI",30435
"Bayfield County, WI",30436
"Brown County, WI",30437
"Buffalo County, WI",30438
"Burnett County, WI",30439
"Calumet County, WI",30440
"Chippewa County, WI",30441
"Clark County, WI",30442
"Columbia County, WI",30443
"Crawford County, WI",30444
"Dane County, WI",30445
"Dodge County, WI",30446
"Door County, WI",30447
"Douglas County, WI",30448
"Dunn County, WI",30449
"Eau Claire County, WI",30450
"Florence County, WI",30451
"Fond Du Lac County, WI",30452
"Forest County, WI",30453
"Grant County, WI",30454
"Green County, WI",30455
"Green Lake County, WI",30456
"Iowa County, WI",30457
"Iron County, WI",30458
"Jackson County, WI",30459
"Jefferson County, WI",30460
"Juneau County, WI",30461
"Kenosha County, WI",30462
"Kewaunee County, WI",30463
"La Crosse County, WI",30464
"Lafayette County, WI",30465
"Langlade County, WI",30466
"Lincoln County, WI",30467
"Manitowoc County, WI",30468
"Marathon County, WI",30469
"Marinette County, WI",30470
"Marquette County, WI",30471
"Menominee County, WI",30472
"Milwaukee County, WI",30473
"Monroe County, WI",30474
"Oconto County, WI",30475
"Oneida County, WI",30476
"Outagamie County, WI",30477
"Ozaukee County, WI",30478
"Pepin County, WI",30479
"Pierce County, WI",30480
"Polk County, WI",30481
"Portage County, WI",30482
"Price County, WI",30483
"Racine County, WI",30484
"Richland County, WI",30485
"Rock County, WI",30486
"Rusk County, WI",30487
"Sauk County, WI",30488
"Sawyer County, WI",30489
"Shawano County, WI",30490
"Shawano County, WI (includes Menominee)",33741
"Sheboygan County, WI",30491
"St. Croix County, WI",30492
"Taylor County, WI",30493
"Trempealeau County, WI",30494
"Vernon County, WI",30495
"Vilas County, WI",30496
"Walworth County, WI",30497
"Washburn County, WI",30498
"Washington County, WI",30499
"Waukesha County, WI",30500
"Waupaca County, WI",30501
"Waushara County, WI",30502
"Winnebago County, WI",30503
"Wood County, WI",30504
"Albany County, WY",30506
"Big Horn County, WY",30507
"Campbell County, WY",30508
"Carbon County, WY",30509
"Converse County, WY",30510
"Crook County, WY",30511
"Fremont County, WY",30512
"Goshen County, WY",30513
"Hot Springs County, WY",30514
"Johnson County, WY",30515
"Laramie County, WY",30516
"Lincoln County, WY",30517
"Natrona County, WY",30518
"Niobrara County, WY",30519
"Park County, WY",30520
"Platte County, WY",30521
"Sheridan County, WY",30522
"Sublette County, WY",30523
"Sweetwater County, WY",30524
"Teton County, WY",30525
"Uinta County, WY",30526
"Washakie County, WY",30527
"Weston County, WY",30528
